id,date,scanner,min,max,err,pixels,minf,maxf,errf,created_at,updated_at
1728,31-01-2018,K221,35298,36173,2.45,3,35718,35744,0.07,,
1731,01-02-2018,K115,35250,35845,1.67,17,35543,35555,0.03,,50:59.4
1729,01-02-2018,K121,35294,36029,2.06,40,35718,35734,0.04,,50:59.4
1730,01-02-2018,K168,35173,35959,2.21,36,35540,35567,0.08,,50:59.4
1732,01-02-2018,K114,35208,36072,2.42,21,35715,35736,0.06,,50:59.4
1733,01-02-2018,K171,-1,-1,0,-1,-1,-1,0,,50:59.4
1736,01-02-2018,K169,34925,36229,3.67,39,35561,35572,0.03,,48:03.3
1734,01-02-2018,K120,35048,35951,2.54,28,35526,35542,0.05,,48:03.3
1735,01-02-2018,K141,35393,36058,1.86,43,35672,35707,0.1,,48:03.4
1738,01-02-2018,H161,35137,36395,3.52,34,35738,35752,0.04,,54:21.9
1739,01-02-2018,H162,35386,36049,1.86,18,35740,35773,0.09,,54:21.9
1737,01-02-2018,H163,35326,36208,2.47,47,35706,35782,0.21,,54:21.9
1740,01-02-2018,K218,35385,36076,1.93,11,35687,35692,0.01,,27:19.6
1741,01-02-2018,K219,35435,35975,1.51,8,35682,35686,0.01,,27:19.6
1742,01-02-2018,K211,-1,-1,0,-1,-1,-1,0,,49:32.4
1743,01-02-2018,K212,-1,-1,0,-1,-1,-1,0,,49:32.4
1744,01-02-2018,K220,35222,36174,2.67,10,35714,35715,0,,00:02.9
1745,01-02-2018,K221,35299,36176,2.45,3,35719,35743,0.07,,00:02.9
1746,01-02-2018,H171,35449,36049,1.68,35,35707,35759,0.15,,12:31.3
1751,01-02-2018,H173,35513,35960,1.25,26,35731,35742,0.03,,12:31.3
1747,01-02-2018,H175,34024,37041,8.49,74,35737,35778,0.11,,12:31.3
1749,01-02-2018,H177,34960,36574,4.51,35,35749,35774,0.07,,12:31.3
1748,01-02-2018,H176,35151,36361,3.38,18,35747,35759,0.03,,12:31.3
1750,01-02-2018,H174,35414,36116,1.96,34,35717,35754,0.1,,12:31.3
1752,02-01-2018,K121,35309,36025,2.01,0,35715,35736,0.06,,
1753,02-01-2018,K168,35172,35959,2.21,36,35540,35567,0.08,,
1754,02-01-2018,K115,35254,35845,1.66,19,35544,35555,0.03,,
1755,02-01-2018,K114,35209,36070,2.42,21,35713,35736,0.06,,
1756,02-01-2018,K171,35065,35905,2.37,40,35505,35531,0.07,,
1759,01-02-2018,H128,35490,35899,1.15,175,35722,35742,0.06,,07:22.0
1757,01-02-2018,H129,35320,36042,2.02,17,35693,35735,0.12,,07:22.0
1758,01-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,07:22.0
1760,01-02-2018,H127,35295,35973,1.9,5,35723,35747,0.07,,07:22.0
1761,01-05-2017,K208,35434,35952,1.45,70,35698,35705,0.02,,
1762,01-05-2017,K210,35306,36088,2.19,46,35713,35721,0.02,,
1763,01-05-2017,K209,34681,36286,4.52,30,35519,35530,0.03,,
1764,01-05-2017,K172,35005,35905,2.54,30,35527,35545,0.05,,
1769,25-01-2018,K167,34747,36659,5.36,43,35671,35696,0.07,,18:02.1
1767,25-01-2018,K147,35259,35886,1.76,68,35559,35571,0.03,,18:02.1
1765,25-01-2018,K150,27443,43960,46.26,34,35708,35727,0.05,,18:02.1
1766,25-01-2018,K173,35054,36220,3.27,64,35706,35734,0.08,,18:02.1
1768,25-01-2018,K149,34977,36207,3.46,51,35711,35733,0.06,,18:02.2
1774,27-01-2018,K167,34747,36659,5.36,43,35671,35696,0.07,,23:08.3
1772,27-01-2018,K147,35259,35886,1.76,68,35559,35571,0.03,,23:08.3
1770,27-01-2018,K150,27443,43960,46.26,34,35708,35727,0.05,,23:08.3
1771,27-01-2018,K173,35054,36220,3.27,64,35706,35734,0.08,,23:08.3
1773,27-01-2018,K149,34977,36207,3.46,51,35711,35733,0.06,,23:08.3
1775,02-02-2018,H161,35138,36385,3.49,7,35732,35762,0.08,,15:08.0
1776,02-02-2018,H162,35376,36108,2.05,31,35740,35775,0.1,,15:08.0
1777,02-02-2018,H163,35330,36231,2.52,52,35688,35780,0.26,,15:08.0
1778,02-01-2018,K120,35046,35954,2.56,30,35528,35542,0.04,,
1779,02-01-2018,K141,35385,36060,1.89,43,35673,35708,0.1,,
1780,02-01-2018,K169,34924,36236,3.69,39,35562,35572,0.03,,
1781,02-02-2018,H171,35431,36026,1.67,38,35716,35750,0.1,,18:52.1
1786,02-02-2018,H173,35513,35959,1.25,28,35726,35748,0.06,,18:52.1
1782,02-02-2018,H175,34017,37037,8.5,75,35731,35783,0.15,,18:52.1
1784,02-02-2018,H177,34961,36581,4.53,37,35747,35774,0.08,,18:52.1
1783,02-02-2018,H176,35150,36367,3.4,18,35748,35759,0.03,,18:52.1
1785,02-02-2018,H174,35408,36129,2.02,34,35702,35747,0.13,,18:52.2
1789,03-02-2018,K115,35250,35847,1.68,26,35541,35553,0.03,,47:26.9
1787,03-02-2018,K121,35312,36024,2,19,35714,35733,0.05,,47:26.9
1788,03-02-2018,K168,35171,35962,2.22,36,35538,35569,0.09,,47:26.9
1790,03-02-2018,K114,35208,36075,2.43,21,35714,35736,0.06,,47:26.9
1791,03-02-2018,K171,35068,35906,2.36,34,35507,35532,0.07,,47:27.0
1793,03-02-2018,H161,35144,36387,3.48,7,35739,35754,0.04,,25:42.3
1794,03-02-2018,H162,35382,36122,2.07,32,35740,35776,0.1,,25:42.4
1792,03-02-2018,H163,35328,36196,2.43,53,35698,35774,0.21,,25:42.4
1797,03-02-2018,K169,34926,36227,3.66,41,35563,35572,0.03,,44:26.9
1795,03-02-2018,K120,35060,35938,2.47,32,35526,35543,0.05,,44:26.9
1796,03-02-2018,K141,35386,36058,1.88,44,35672,35707,0.1,,44:27.0
1798,31-01-2018,K237,35467,35985,1.45,11,35710,35719,0.03,,
1799,31-01-2018,K238,35176,36151,2.73,6,35715,35719,0.01,,
1800,31-01-2018,K239,35245,36323,3.01,20,35718,35726,0.02,,
1801,31-01-2018,K250,35248,36101,2.39,19,35698,35710,0.03,,
1802,04-02-2018,K218,35410,36070,1.85,11,35687,35691,0.01,,08:14.2
1803,04-02-2018,K219,35437,35972,1.5,8,35682,35689,0.02,,08:14.2
1806,04-02-2018,K169,34925,36228,3.66,42,35562,35573,0.03,,39:26.5
1804,04-02-2018,K120,35055,35945,2.51,32,35527,35542,0.04,,39:26.5
1805,04-02-2018,K141,35386,36056,1.88,50,35672,35707,0.1,,39:26.5
1808,04-02-2018,H161,35148,36387,3.46,8,35736,35758,0.06,,54:39.3
1809,04-02-2018,H162,35384,36117,2.05,33,35741,35772,0.09,,54:39.3
1807,04-02-2018,H163,35330,36221,2.49,56,35691,35777,0.24,,54:39.3
1810,04-02-2018,K211,-1,-1,0,-1,-1,-1,0,,09:03.6
1811,04-02-2018,K212,-1,-1,0,-1,-1,-1,0,,09:03.6
1812,04-02-2018,K220,35266,36142,2.45,11,35713,35715,0.01,,14:04.1
1813,04-02-2018,K221,35296,36178,2.47,4,35733,35743,0.03,,14:04.1
1814,04-02-2018,H171,35417,36026,1.7,40,35716,35743,0.08,,35:05.5
1819,04-02-2018,H173,35509,35926,1.17,38,35724,35748,0.07,,35:05.6
1815,04-02-2018,H175,34013,37059,8.57,43,35734,35780,0.13,,35:05.6
1817,04-02-2018,H177,34961,36582,4.53,39,35749,35773,0.07,,35:05.6
1816,04-02-2018,H176,35154,36361,3.38,21,35748,35758,0.03,,35:05.6
1818,04-02-2018,H174,35407,36124,2,39,35701,35758,0.16,,35:05.6
1822,01-02-2018,K239,35245,36323,3.01,20,35718,35726,0.02,,17:34.4
1821,01-02-2018,K238,35176,36151,2.73,6,35715,35719,0.01,,17:34.4
1823,01-02-2018,K250,35248,36101,2.39,19,35698,35710,0.03,,17:34.4
1820,01-02-2018,K237,35467,35985,1.45,11,35710,35719,0.03,,17:34.4
1826,03-02-2018,K239,35250,36323,3,21,35717,35727,0.03,,27:03.6
1825,03-02-2018,K238,35175,36151,2.74,6,35715,35719,0.01,,27:03.6
1827,03-02-2018,K250,34743,36705,5.49,19,35709,35712,0.01,,27:03.6
1824,03-02-2018,K237,35477,35979,1.41,11,35714,35719,0.01,,27:03.6
1830,04-02-2018,K239,35273,36304,2.88,19,35718,35726,0.02,,36:03.0
1829,04-02-2018,K238,35188,36138,2.66,6,35714,35720,0.02,,36:03.0
1831,04-02-2018,K250,34762,36684,5.38,19,35704,35710,0.02,,36:03.0
1828,04-02-2018,K237,35477,35976,1.4,11,35711,35720,0.03,,36:03.0
1834,05-02-2018,K239,35242,36333,3.05,21,35717,35726,0.03,,55:17.3
1833,05-02-2018,K238,35172,36151,2.75,6,35714,35717,0.01,,55:17.3
1835,05-02-2018,K250,34403,37041,7.38,19,35705,35708,0.01,,55:17.3
1832,05-02-2018,K237,35480,35977,1.39,12,35713,35719,0.02,,55:17.3
1838,04-02-2018,K115,35261,35842,1.63,27,35543,35554,0.03,,52:04.9
1836,04-02-2018,K121,35306,36024,2.01,21,35718,35737,0.05,,52:04.9
1837,04-02-2018,K168,35172,35960,2.22,34,35539,35566,0.08,,52:04.9
1839,04-02-2018,K114,35209,36069,2.41,23,35715,35735,0.06,,52:04.9
1840,04-02-2018,K171,35078,35907,2.34,42,35505,35531,0.07,,52:04.9
1841,05-11-2016,K121,35310,36031,2.02,21,35716,35734,0.05,,
1842,05-11-2016,K168,35172,35960,2.22,34,35539,35566,0.08,,
1843,05-11-2016,K115,35261,35842,1.63,27,35543,35554,0.03,,
1844,05-11-2016,K114,35209,36069,2.41,23,35715,35735,0.06,,
1845,05-11-2016,K171,35079,35907,2.33,42,35506,35530,0.07,,
1846,05-02-2018,H171,35430,36029,1.68,41,35715,35754,0.11,,31:32.1
1851,05-02-2018,H173,35509,35928,1.17,41,35726,35745,0.05,,31:32.1
1847,05-02-2018,H175,34020,37067,8.57,50,35743,35771,0.08,,31:32.1
1849,05-02-2018,H177,34976,36575,4.47,39,35750,35772,0.06,,31:32.1
1848,05-02-2018,H176,35153,36357,3.37,21,35742,35764,0.06,,31:32.1
1850,05-02-2018,H174,35331,36150,2.29,39,35713,35753,0.11,,31:32.1
1852,05-02-2018,H161,35140,36384,3.48,9,35733,35759,0.07,,37:58.9
1853,05-02-2018,H162,35383,36124,2.07,35,35738,35777,0.11,,37:58.9
1854,05-02-2018,H163,35334,36220,2.48,61,35695,35775,0.22,,37:58.9
1857,05-02-2018,K169,34932,36224,3.63,44,35562,35573,0.03,,47:43.8
1855,05-02-2018,K120,35049,35956,2.55,33,35528,35542,0.04,,47:43.8
1856,05-02-2018,K141,35382,36064,1.91,50,35672,35709,0.1,,47:43.8
1858,05-02-2018,K218,35413,36072,1.84,12,35687,35692,0.01,,47:52.9
1859,05-02-2018,K219,35438,35969,1.49,8,35684,35687,0.01,,47:52.9
1860,05-05-2017,H166,35106,36461,3.79,48,35763,35782,0.05,,
1861,05-05-2017,H167,35264,36259,2.78,92,35729,35775,0.13,,
1862,05-05-2017,H165,35034,36311,3.58,25,35656,35681,0.07,,
1863,05-01-2018,K211,-1,-1,0,-1,-1,-1,0,,
1864,05-01-2018,K212,-1,-1,0,-1,-1,-1,0,,
1865,05-02-2018,K220,35305,36143,2.35,10,35706,35716,0.03,,52:58.0
1866,05-02-2018,K221,35301,36179,2.46,3,35732,35742,0.03,,52:58.0
1869,06-02-2018,K239,35252,36322,2.99,21,35719,35728,0.03,,17:02.7
1868,06-02-2018,K238,35180,36144,2.7,6,35715,35717,0.01,,17:02.7
1870,06-02-2018,K250,34393,37053,7.45,19,35706,35710,0.01,,17:02.7
1867,06-02-2018,K237,35478,35982,1.41,11,35710,35720,0.03,,17:02.7
1871,05-02-2018,H136,-1,-1,0,-1,-1,-1,0,,19:01.0
1873,05-02-2018,H140,0,0,0,0,0,0,0,,19:01.0
1872,05-02-2018,H137,-1,-1,0,-1,-1,-1,0,,19:01.0
1874,05-02-2018,H141,-1,-1,0,-1,-1,-1,0,,19:01.0
1875,06-01-2018,K121,35306,36028,2.02,22,35717,35734,0.05,,
1876,06-01-2018,K168,35172,35959,2.21,35,35539,35567,0.08,,
1877,06-01-2018,K115,35264,35839,1.62,28,35542,35552,0.03,,
1878,06-01-2018,K114,35208,36071,2.42,27,35715,35736,0.06,,
1879,06-01-2018,K171,35144,35915,2.17,36,35506,35530,0.07,,
1882,06-02-2018,K169,34941,36227,3.61,32,35562,35573,0.03,,26:27.8
1880,06-02-2018,K120,35063,35943,2.48,35,35527,35541,0.04,,26:27.8
1881,06-02-2018,K141,35393,36040,1.81,33,35672,35707,0.1,,26:27.9
1883,06-02-2018,H161,35143,36385,3.47,10,35737,35755,0.05,,39:05.3
1884,06-02-2018,H162,35387,36110,2.02,38,35742,35773,0.09,,39:05.3
1885,06-02-2018,H163,35365,36266,2.52,61,35691,35780,0.25,,39:05.3
1886,06-02-2018,H171,35437,36041,1.69,42,35708,35762,0.15,,14:24.1
1891,06-02-2018,H173,35354,36022,1.87,43,35727,35746,0.05,,14:24.2
1887,06-02-2018,H175,34020,37064,8.56,53,35736,35774,0.11,,14:24.2
1889,06-02-2018,H177,34965,36569,4.48,40,35750,35772,0.06,,14:24.2
1888,06-02-2018,H176,35146,36361,3.4,25,35742,35764,0.06,,14:24.2
1890,06-02-2018,H174,35399,36155,2.11,40,35722,35747,0.07,,14:24.2
1892,06-02-2018,K218,35415,36071,1.84,12,35686,35691,0.01,,45:49.5
1893,06-02-2018,K219,35432,35967,1.5,7,35682,35688,0.02,,45:49.5
1894,06-02-2018,K211,-1,-1,0,-1,-1,-1,0,,48:25.1
1895,06-02-2018,K212,-1,-1,0,-1,-1,-1,0,,48:25.1
1896,06-02-2018,K220,35296,36141,2.37,12,35707,35716,0.03,,39:15.6
1897,06-02-2018,K221,35302,36182,2.46,5,35732,35742,0.03,,39:15.6
1900,07-02-2018,K239,35253,36328,3,21,35720,35729,0.03,,34:51.4
1899,07-02-2018,K238,35189,36138,2.66,6,35713,35718,0.01,,34:51.4
1901,07-02-2018,K250,35367,36344,2.72,20,35701,35710,0.03,,34:51.4
1898,07-02-2018,K237,35476,35979,1.41,11,35710,35719,0.03,,34:51.4
1902,06-02-2018,H136,-1,-1,0,-1,-1,-1,0,,22:19.7
1904,06-02-2018,H140,0,0,0,0,0,0,0,,22:19.7
1903,06-02-2018,H137,-1,-1,0,-1,-1,-1,0,,22:19.7
1905,06-02-2018,H141,-1,-1,0,-1,-1,-1,0,,22:19.7
1908,07-02-2018,K115,35252,35844,1.67,29,35542,35552,0.03,,13:33.8
1906,07-02-2018,K121,35299,36071,2.16,17,35716,35735,0.05,,13:33.8
1907,07-02-2018,K168,35174,35958,2.2,35,35539,35567,0.08,,13:33.9
1909,07-02-2018,K114,35212,36072,2.41,28,35715,35735,0.06,,13:33.9
1910,07-02-2018,K171,35145,35914,2.16,41,35506,35530,0.07,,13:33.9
1912,07-02-2018,H161,35146,36390,3.48,11,35740,35754,0.04,,18:48.3
1913,07-02-2018,H162,35389,36111,2.02,22,35739,35777,0.11,,18:48.3
1911,07-02-2018,H163,35332,36197,2.42,61,35700,35780,0.22,,18:48.3
1916,07-02-2018,K169,34941,36223,3.6,33,35562,35573,0.03,,23:19.2
1914,07-02-2018,K120,35053,35956,2.54,35,35528,35543,0.04,,23:19.2
1915,07-02-2018,K141,35381,36048,1.87,35,35672,35707,0.1,,23:19.2
1917,07-02-2018,H171,35424,36026,1.69,42,35724,35746,0.06,,34:41.3
1922,07-02-2018,H173,35351,36010,1.85,45,35728,35744,0.04,,34:41.3
1918,07-02-2018,H175,34003,37053,8.58,58,35731,35784,0.15,,34:41.3
1920,07-02-2018,H177,34953,36582,4.55,30,35752,35770,0.05,,34:41.3
1919,07-02-2018,H176,35149,36375,3.43,27,35742,35763,0.06,,34:41.3
1921,07-02-2018,H174,35406,36153,2.09,41,35719,35746,0.08,,34:41.3
1923,07-02-2018,K218,35359,36034,1.89,11,35687,35691,0.01,,01:16.0
1924,07-02-2018,K219,35435,35972,1.5,7,35684,35688,0.01,,01:16.0
1925,07-12-2017,K211,-1,-1,0,-1,-1,-1,0,,
1926,07-12-2017,K212,-1,-1,0,-1,-1,-1,0,,
1927,07-02-2018,K220,35310,36139,2.32,10,35707,35717,0.03,,36:06.9
1928,07-02-2018,K221,35305,36178,2.44,5,35731,35741,0.03,,36:06.9
1929,07-05-2017,H166,35132,36438,3.65,54,35761,35783,0.06,,
1930,07-05-2017,H167,35261,36261,2.8,94,35730,35774,0.12,,
1931,07-05-2017,H165,34981,36300,3.7,17,35657,35680,0.06,,
1934,08-02-2018,K239,34781,36622,5.16,20,35724,35725,0,,23:53.9
1933,08-02-2018,K238,35183,36143,2.69,6,35715,35718,0.01,,23:53.9
1935,08-02-2018,K250,35371,36343,2.71,19,35700,35710,0.03,,23:53.9
1932,08-02-2018,K237,35449,35981,1.49,11,35712,35719,0.02,,23:53.9
1936,07-02-2018,H136,-1,-1,0,-1,-1,-1,0,,13:47.1
1938,07-02-2018,H140,0,0,0,0,0,0,0,,13:47.1
1937,07-02-2018,H137,-1,-1,0,-1,-1,-1,0,,13:47.1
1939,07-02-2018,H141,-1,-1,0,-1,-1,-1,0,,13:47.1
1940,15-02-2018,H171,35442,36014,1.6,37,35718,35748,0.08,,29:17.6
1945,15-02-2018,H173,35358,36015,1.84,65,35726,35747,0.06,,29:17.6
1941,15-02-2018,H175,34027,37074,8.57,64,35745,35767,0.06,,29:17.6
1943,15-02-2018,H177,35357,36161,2.25,63,35751,35772,0.06,,29:17.6
1942,15-02-2018,H176,35116,36389,3.56,22,35745,35762,0.05,,29:17.6
1944,15-02-2018,H174,35382,36144,2.13,40,35731,35747,0.04,,29:17.6
1946,09-07-2017,K120,35045,35959,2.57,38,35527,35543,0.05,,
1947,09-07-2017,K141,35391,36051,1.85,35,35672,35708,0.1,,
1948,09-07-2017,K169,34939,36226,3.62,38,35562,35572,0.03,,
1949,09-02-2018,H161,35134,36383,3.49,7,35730,35764,0.1,,59:23.5
1950,09-02-2018,H162,35375,36103,2.04,24,35739,35775,0.1,,59:23.5
1951,09-02-2018,H163,35331,36214,2.47,53,35709,35782,0.2,,59:23.5
1954,16-02-2018,K169,34929,36220,3.63,38,35562,35573,0.03,,02:05.0
1952,16-02-2018,K120,35020,35906,2.5,24,35526,35542,0.05,,02:05.0
1953,16-02-2018,K141,35399,36080,1.91,57,35673,35707,0.1,,02:05.0
1955,16-02-2018,H161,35152,36366,3.39,22,35733,35762,0.08,,07:16.6
1956,16-02-2018,H162,35364,36063,1.96,35,35741,35774,0.09,,07:16.6
1957,16-02-2018,H163,35343,36227,2.47,57,35697,35787,0.25,,07:16.6
1958,16-02-2018,H171,35432,36011,1.62,38,35714,35751,0.1,,55:01.0
1963,16-02-2018,H173,35359,36012,1.83,72,35731,35739,0.02,,55:01.0
1959,16-02-2018,H175,34013,37052,8.55,66,35733,35779,0.13,,55:01.0
1961,16-02-2018,H177,35361,36157,2.23,66,35754,35771,0.05,,55:01.0
1960,16-02-2018,H176,35124,36397,3.56,22,35739,35765,0.07,,55:01.0
1962,16-02-2018,H174,35372,36157,2.19,40,35724,35750,0.07,,55:01.0
1966,17-02-2018,K115,35270,35840,1.6,34,35542,35552,0.03,,43:40.7
1964,17-02-2018,K121,35294,36087,2.22,23,35717,35734,0.05,,43:40.7
1965,17-02-2018,K168,35175,35962,2.21,37,35539,35568,0.08,,43:40.7
1967,17-02-2018,K114,35119,36165,2.93,34,35715,35737,0.06,,43:40.7
1968,17-02-2018,K171,35152,35918,2.16,46,35506,35529,0.06,,43:40.8
1969,17-02-2018,H171,35452,36028,1.61,22,35707,35757,0.14,,41:15.0
1974,17-02-2018,H173,35290,36017,2.04,8,35724,35745,0.06,,41:15.0
1970,17-02-2018,H175,34026,37066,8.55,66,35742,35769,0.08,,41:15.0
1972,17-02-2018,H177,35360,36164,2.25,66,35753,35771,0.05,,41:15.0
1971,17-02-2018,H176,35118,36382,3.54,22,35739,35766,0.08,,41:15.1
1973,17-02-2018,H174,35372,36146,2.16,42,35727,35744,0.05,,41:15.1
1977,11-02-2018,K169,34943,36224,3.6,41,35561,35573,0.03,,49:25.8
1975,11-02-2018,K120,35060,35951,2.51,40,35528,35542,0.04,,49:25.8
1976,11-02-2018,K141,35387,36091,1.97,44,35672,35707,0.1,,49:25.8
1978,17-02-2018,H136,-1,-1,0,-1,-1,-1,0,,54:27.4
1980,17-02-2018,H140,0,0,0,0,0,0,0,,54:27.4
1979,17-02-2018,H137,-1,-1,0,-1,-1,-1,0,,54:27.4
1981,17-02-2018,H141,-1,-1,0,-1,-1,-1,0,,54:27.4
1984,12-02-2018,K169,34923,36223,3.65,28,35562,35575,0.04,,55:11.9
1982,12-02-2018,K120,34997,35985,2.78,26,35526,35542,0.05,,55:12.0
1983,12-02-2018,K141,35389,36090,1.96,44,35674,35708,0.1,,55:12.0
1987,16-02-2018,K239,34812,36649,5.14,19,35715,35723,0.02,,20:59.6
1986,16-02-2018,K238,35195,36256,2.97,6,35713,35719,0.02,,20:59.9
1988,16-02-2018,K250,35231,36117,2.48,25,35687,35699,0.03,,20:59.9
1985,16-02-2018,K237,35505,36009,1.41,11,35709,35721,0.03,,20:59.9
1991,17-02-2018,K239,34812,36649,5.14,19,35715,35723,0.02,,03:12.3
1990,17-02-2018,K238,35195,36256,2.97,6,35713,35719,0.02,,03:12.3
1992,17-02-2018,K250,35231,36117,2.48,25,35687,35699,0.03,,03:12.3
1989,17-02-2018,K237,35505,36009,1.41,11,35709,35721,0.03,,03:12.3
1995,18-02-2018,K239,34812,36649,5.14,19,35715,35723,0.02,,09:16.1
1994,18-02-2018,K238,35195,36256,2.97,6,35713,35719,0.02,,09:16.2
1996,18-02-2018,K250,35231,36117,2.48,25,35687,35699,0.03,,09:16.2
1993,18-02-2018,K237,35505,36009,1.41,11,35709,35721,0.03,,09:16.2
1997,18-10-2017,K218,35375,35939,1.58,11,35688,35689,0,,24:34.5
1998,18-10-2017,K219,35356,35920,1.58,5,35687,35688,0,,24:34.5
1999,17-02-2018,H161,35166,36369,3.36,26,35734,35759,0.07,,37:40.9
2000,17-02-2018,H162,35372,36060,1.93,35,35741,35772,0.09,,37:40.9
2001,17-02-2018,H163,35330,36244,2.55,57,35693,35775,0.23,,37:41.0
2005,17-01-2018,K120,35012,35921,2.56,27,35527,35542,0.04,,
2006,17-01-2018,K141,35366,36084,2.01,60,35671,35708,0.1,,
2007,17-01-2018,K169,34925,36226,3.66,40,35563,35573,0.03,,
2002,18-02-2018,H161,35166,36369,3.36,26,35734,35759,0.07,,48:20.0
2003,18-02-2018,H162,35372,36060,1.93,35,35741,35772,0.09,,48:20.0
2004,18-02-2018,H163,35330,36244,2.55,57,35693,35775,0.23,,48:20.1
2008,18-05-2017,K121,35300,36095,2.23,16,35718,35734,0.04,,
2009,18-05-2017,K168,35177,35960,2.2,37,35540,35567,0.08,,
2010,18-05-2017,K115,35262,35843,1.63,35,35542,35554,0.03,,
2011,18-05-2017,K114,35119,36170,2.95,36,35715,35736,0.06,,
2012,18-05-2017,K171,35150,35919,2.16,49,35505,35531,0.07,,
2013,18-02-2018,H136,-1,-1,0,-1,-1,-1,0,,51:28.8
2015,18-02-2018,H140,0,0,0,0,0,0,0,,51:28.8
2014,18-02-2018,H137,-1,-1,0,-1,-1,-1,0,,51:28.8
2016,18-02-2018,H141,-1,-1,0,-1,-1,-1,0,,51:28.8
2021,01-02-2018,K167,34757,36648,5.3,45,35671,35696,0.07,,15:36.3
2019,01-02-2018,K147,35279,35807,1.49,69,35559,35571,0.03,,15:36.3
2017,01-02-2018,K150,34984,36469,4.16,25,35709,35722,0.04,,15:36.3
2018,01-02-2018,K173,35053,36313,3.53,67,35706,35732,0.07,,15:36.3
2020,01-02-2018,K149,34987,36217,3.45,51,35711,35734,0.06,,15:36.3
2022,02-06-2017,K150,34980,36464,4.15,25,35708,35722,0.04,,
2023,02-06-2017,K173,35053,36313,3.53,67,35706,35732,0.07,,
2024,02-06-2017,K147,35279,35807,1.49,69,35559,35571,0.03,,
2025,02-06-2017,K149,34987,36217,3.45,51,35711,35734,0.06,,
2026,02-06-2017,K167,34757,36648,5.3,45,35671,35696,0.07,,
2029,01-02-2018,H128,35490,35899,1.15,175,35722,35742,0.06,,57:56.1
2027,01-02-2018,H129,35320,36042,2.02,17,35693,35735,0.12,,57:56.1
2028,01-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,57:56.1
2030,01-02-2018,H127,35295,35973,1.9,5,35723,35747,0.07,,57:56.1
2031,01-02-2018,K150,34984,36469,4.16,25,35709,35722,0.04,,19:57.1
2032,01-02-2018,K173,35053,36313,3.53,67,35706,35732,0.07,,19:57.2
2035,01-02-2018,K167,34757,36648,5.3,45,35671,35696,0.07,,19:57.1
2033,01-02-2018,K147,35279,35807,1.49,69,35559,35571,0.03,,19:57.1
2034,01-02-2018,K149,34987,36217,3.45,51,35711,35734,0.06,,19:57.2
2036,01-05-2017,K208,35447,35950,1.41,73,35696,35712,0.04,,
2037,01-05-2017,K210,35311,36085,2.17,47,35708,35719,0.03,,
2038,01-05-2017,K209,34714,36259,4.35,30,35516,35534,0.05,,
2039,01-05-2017,K172,35063,35925,2.43,32,35531,35549,0.05,,
2042,19-02-2018,K239,34790,36666,5.25,20,35719,35731,0.03,,09:33.9
2041,19-02-2018,K238,35182,36272,3.05,6,35714,35715,0,,09:33.9
2043,19-02-2018,K250,35235,36123,2.49,26,35690,35699,0.03,,09:34.0
2040,19-02-2018,K237,35506,36005,1.4,11,35709,35721,0.03,,09:34.0
2044,18-02-2018,H171,35434,36005,1.6,26,35714,35750,0.1,,41:58.7
2049,18-02-2018,H173,35290,36017,2.04,21,35730,35741,0.03,,41:58.7
2045,18-02-2018,H175,34020,37056,8.54,68,35736,35778,0.12,,41:58.7
2047,18-02-2018,H177,35360,36168,2.26,68,35750,35773,0.06,,41:58.7
2046,18-02-2018,H176,35119,36384,3.54,24,35747,35760,0.04,,41:58.7
2048,18-02-2018,H174,35355,36152,2.23,43,35726,35746,0.06,,41:58.7
2050,19-10-2017,K121,35305,36104,2.24,19,35717,35734,0.05,,
2051,19-10-2017,K168,35175,35961,2.21,39,35539,35566,0.08,,
2052,19-10-2017,K115,35268,35840,1.61,35,35541,35553,0.03,,
2053,19-10-2017,K114,35125,36159,2.9,38,35714,35736,0.06,,
2054,19-10-2017,K171,35157,35921,2.15,49,35505,35532,0.08,,
2057,19-02-2018,K169,34924,36221,3.65,40,35562,35573,0.03,,10:06.6
2055,19-02-2018,K120,35017,35916,2.53,27,35526,35541,0.04,,10:06.6
2056,19-02-2018,K141,35372,36079,1.98,60,35672,35707,0.1,,10:06.6
2059,19-02-2018,H161,35168,36368,3.35,28,35740,35753,0.04,,19:23.1
2060,19-02-2018,H162,35373,36056,1.91,23,35742,35773,0.09,,19:23.2
2058,19-02-2018,H163,35385,36268,2.46,57,35687,35783,0.27,,19:23.2
2061,19-02-2018,H171,35446,36018,1.6,38,35719,35751,0.09,,35:24.2
2066,19-02-2018,H173,35290,36017,2.04,22,35727,35744,0.05,,35:24.3
2062,19-02-2018,H175,34017,37059,8.56,70,35736,35775,0.11,,35:24.3
2064,19-02-2018,H177,35351,36171,2.29,72,35750,35772,0.06,,35:24.3
2063,19-02-2018,H176,35120,36379,3.52,25,35749,35758,0.03,,35:24.3
2065,19-02-2018,H174,35348,36152,2.25,49,35725,35748,0.06,,35:24.3
2067,19-02-2018,K218,34563,36746,6.12,11,35685,35689,0.01,,02:31.4
2068,19-02-2018,K219,35396,35991,1.67,4,35682,35686,0.01,,02:31.4
2069,19-02-2018,H136,-1,-1,0,-1,-1,-1,0,,01:05.0
2071,19-02-2018,H140,0,0,0,0,0,0,0,,01:05.0
