id,date,scanner,min,max,err,pixels,minf,maxf,errf,created_at,updated_at
1034,13-09-2017,K171,35301,36100,2.24,53,35711,35739,0.08,,
1035,13-12-2017,K120,35048,35954,2.55,38,35526,35542,0.05,,
1036,13-12-2017,K141,35377,36053,1.89,33,35672,35707,0.1,,
1037,13-12-2017,K169,34917,36255,3.76,33,35562,35573,0.03,,
1038,13-01-2018,H161,35124,36398,3.56,13,35735,35756,0.06,,43:49.4
1039,13-01-2018,H162,35374,36070,1.95,27,35743,35770,0.08,,43:49.4
1040,13-01-2018,H163,35386,36235,2.37,49,35687,35784,0.27,,43:49.4
1041,13-01-2018,H142,34863,36420,4.37,107,35705,35785,0.22,,00:51.8
1042,13-01-2018,H147,35084,36250,3.27,77,35707,35777,0.2,,00:51.8
1044,13-01-2018,H152,34198,36765,7.23,26,35706,35782,0.21,,00:51.8
1049,13-01-2018,H153,35202,36196,2.78,45,35713,35764,0.14,,00:51.8
1045,13-01-2018,H154,34484,36760,6.39,44,35727,35790,0.18,,00:51.8
1043,13-01-2018,H151,35352,36053,1.96,28,35740,35787,0.13,,00:51.8
1048,13-01-2018,H157,34349,37052,7.57,27,35723,35780,0.16,,00:51.8
1047,13-01-2018,H156,35071,36366,3.63,66,35732,35786,0.15,,00:51.8
1046,13-01-2018,H155,34793,36533,4.88,45,35698,35757,0.17,,00:51.8
1052,12-01-2018,K239,35209,36236,2.87,20,35721,35727,0.02,,47:42.9
1051,12-01-2018,K238,35164,36166,2.81,6,35717,35718,0,,47:42.9
1053,12-01-2018,K250,35406,36002,1.67,18,35700,35709,0.03,,47:42.9
1050,12-01-2018,K237,35321,35997,1.9,11,35711,35720,0.03,,47:42.9
1054,13-12-2017,K237,35321,35997,1.9,11,35711,35720,0.03,,
1055,13-12-2017,K238,35164,36166,2.81,6,35717,35718,0,,
1056,13-12-2017,K239,35209,36236,2.87,20,35721,35727,0.02,,
1057,13-12-2017,K250,35406,36002,1.67,18,35700,35709,0.03,,
1058,14-12-2017,K237,35321,35997,1.9,11,35711,35720,0.03,,
1059,14-12-2017,K238,35164,36166,2.81,6,35717,35718,0,,
1060,14-12-2017,K239,35209,36236,2.87,20,35721,35727,0.02,,
1061,14-12-2017,K250,35406,36002,1.67,18,35700,35709,0.03,,
1063,14-01-2018,H161,35131,36405,3.56,17,35737,35758,0.06,,25:40.3
1064,14-01-2018,H162,35374,36061,1.92,28,35742,35773,0.09,,25:40.3
1062,14-01-2018,H163,35399,36233,2.33,51,35687,35783,0.27,,25:40.3
1067,14-01-2018,K169,34911,36257,3.78,34,35562,35573,0.03,,30:01.4
1065,14-01-2018,K120,35034,35967,2.63,39,35529,35543,0.04,,30:01.4
1066,14-01-2018,K141,35357,36060,1.97,33,35672,35708,0.1,,30:01.4
1068,14-12-2017,K121,35302,36257,2.67,44,35717,35734,0.05,,
1069,14-12-2017,K168,35169,35956,2.21,30,35541,35568,0.08,,
1070,14-12-2017,K115,35268,35831,1.58,40,35541,35552,0.03,,
1071,14-12-2017,K114,35162,36102,2.64,24,35716,35736,0.06,,
1072,14-12-2017,K171,35282,36155,2.44,35,35714,35737,0.06,,
1073,14-01-2018,K211,-1,-1,0,-1,-1,-1,0,,15:39.9
1074,14-01-2018,K212,-1,-1,0,-1,-1,-1,0,,15:39.9
1075,14-01-2018,K220,35364,36361,2.78,6,35706,35716,0.03,,54:14.7
1076,14-01-2018,K221,35284,36179,2.5,3,35732,35743,0.03,,54:14.7
1077,14-07-2016,K113,35177,36003,2.32,-1,35542,35562,0.06,,
1078,14-01-2018,H143,33716,37740,11.26,-1,35730,35764,0.1,,38:36.6
1079,13-01-2018,K218,35375,36026,1.82,16,35685,35692,0.02,,20:24.6
1080,13-01-2018,K219,35401,35968,1.59,6,35680,35688,0.02,,20:24.6
1081,14-01-2018,H171,35434,36160,2.03,26,35712,35753,0.11,,35:46.1
1086,14-01-2018,H173,35432,36069,1.78,17,35727,35744,0.05,,35:46.1
1082,14-01-2018,H175,34035,37052,8.49,53,35745,35769,0.07,,35:46.1
1084,14-01-2018,H177,35315,36204,2.49,44,35752,35770,0.05,,35:46.1
1083,14-01-2018,H176,35434,36012,1.62,23,35745,35760,0.04,,35:46.1
1085,14-01-2018,H174,35422,36128,1.97,39,35702,35758,0.16,,35:46.1
1089,15-01-2018,K115,35285,35827,1.52,41,35541,35554,0.04,,58:40.4
1087,15-01-2018,K121,35311,36248,2.62,45,35717,35734,0.05,,58:40.4
1088,15-01-2018,K168,35166,35955,2.22,33,35538,35566,0.08,,58:40.4
1090,15-01-2018,K114,35168,36093,2.6,26,35714,35735,0.06,,58:40.4
1091,15-01-2018,K171,35282,36147,2.42,41,35714,35737,0.06,,58:40.4
1093,15-01-2018,H161,35131,36403,3.56,19,35736,35757,0.06,,42:44.6
1094,15-01-2018,H162,35376,36062,1.92,28,35738,35777,0.11,,42:44.6
1092,15-01-2018,H163,35383,36213,2.32,51,35699,35775,0.21,,42:44.7
1097,15-01-2018,K169,34915,36253,3.76,34,35562,35573,0.03,,46:46.4
1095,15-01-2018,K120,35046,35957,2.57,40,35527,35542,0.04,,46:46.4
1096,15-01-2018,K141,35375,36056,1.91,35,35672,35707,0.1,,46:46.4
1098,15-01-2018,H171,35441,36157,2,26,35712,35754,0.12,,19:15.3
1103,15-01-2018,H173,35437,36075,1.78,19,35724,35750,0.07,,19:15.4
1099,15-01-2018,H175,34017,37033,8.49,58,35732,35783,0.14,,19:15.4
1101,15-01-2018,H177,35321,36208,2.48,44,35749,35772,0.06,,19:15.4
1100,15-01-2018,H176,35440,36021,1.63,25,35741,35764,0.06,,19:15.4
1102,15-01-2018,H174,35398,36127,2.04,31,35728,35749,0.06,,19:15.4
1104,15-01-2018,K211,-1,-1,0,-1,-1,-1,0,,35:57.5
1105,15-01-2018,K212,-1,-1,0,-1,-1,-1,0,,35:57.5
1106,15-01-2018,K220,35364,36360,2.78,5,35707,35716,0.03,,27:02.9
1107,15-01-2018,K221,35284,36178,2.5,3,35731,35742,0.03,,27:02.9
1108,15-01-2018,K218,35377,36028,1.82,16,35685,35691,0.02,,53:23.8
1109,15-01-2018,K219,35388,35967,1.62,6,35679,35690,0.03,,53:23.8
1110,10-01-2017,K150,34935,36547,4.51,37,35708,35724,0.04,,
1111,10-01-2017,K173,35009,36122,3.13,54,35708,35734,0.07,,
1112,10-01-2017,K147,35324,35802,1.34,48,35560,35570,0.03,,
1113,10-01-2017,K149,35256,36066,2.27,30,35712,35735,0.06,,
1114,10-01-2017,K167,34796,36640,5.16,44,35671,35694,0.06,,
1117,10-01-2018,H128,34514,36712,6.17,152,35723,35748,0.07,,50:54.5
1115,10-01-2018,H129,35451,36024,1.6,70,35692,35743,0.14,,50:54.5
1116,10-01-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,50:54.5
1118,10-01-2018,H127,35297,36025,2.04,170,35723,35746,0.06,,50:54.5
1121,16-01-2018,K239,35241,36235,2.78,18,35719,35728,0.03,,52:44.9
1120,16-01-2018,K238,35169,36167,2.8,6,35715,35718,0.01,,52:44.9
1122,16-01-2018,K250,35406,36002,1.67,17,35702,35708,0.02,,52:44.9
1119,16-01-2018,K237,-1,-1,0,-1,-1,-1,0,,52:44.9
1123,10-08-2016,K208,35435,35918,1.35,48,35699,35705,0.02,,
1124,10-08-2016,K210,35385,36077,1.94,50,35710,35721,0.03,,
1125,10-08-2016,K209,34450,36565,5.96,27,35517,35532,0.04,,
1126,10-08-2016,K172,34966,36148,3.32,25,35528,35546,0.05,,
1127,15-01-2018,K218,35377,36028,1.82,16,35685,35691,0.02,,09:50.7
1128,15-01-2018,K219,35388,35967,1.62,6,35679,35690,0.03,,09:50.7
1133,11-01-2018,K167,34793,36645,5.18,49,35670,35694,0.07,,15:41.4
1131,11-01-2018,K147,35315,35804,1.38,61,35559,35570,0.03,,15:41.4
1129,11-01-2018,K150,34929,36655,4.82,27,35709,35724,0.04,,15:41.4
1130,11-01-2018,K173,35024,36120,3.08,48,35706,35733,0.08,,15:41.4
1132,11-01-2018,K149,35311,36085,2.17,34,35711,35735,0.07,,15:41.4
1134,11-09-2016,H129,35002,36327,3.72,70,35689,35746,0.16,,
1135,11-09-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
1136,11-09-2016,H128,34457,36748,6.43,153,35724,35747,0.06,,
1137,11-09-2016,H127,35302,36053,2.1,170,35723,35747,0.07,,
1141,11-01-2018,K172,35112,35973,2.42,24,35528,35547,0.05,,36:48.2
1138,11-01-2018,K208,35368,35993,1.75,51,35694,35716,0.06,,36:48.2
1139,11-01-2018,K210,35386,36075,1.93,56,35711,35721,0.03,,36:48.3
1140,11-01-2018,K209,34390,36705,6.51,26,35518,35533,0.04,,36:48.3
1146,12-01-2018,K167,34786,36641,5.19,49,35669,35694,0.07,,55:14.3
1144,12-01-2018,K147,35311,35809,1.4,61,35559,35570,0.03,,55:14.3
1142,12-01-2018,K150,34944,36665,4.81,27,35708,35724,0.04,,55:14.3
1143,12-01-2018,K173,35025,36121,3.08,48,35706,35733,0.08,,55:14.3
1145,12-01-2018,K149,35315,36083,2.15,34,35711,35733,0.06,,55:14.3
1147,12-09-2016,H129,35027,36300,3.57,72,35693,35741,0.13,,
1148,12-09-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
1149,12-09-2016,H128,34531,36700,6.09,153,35720,35749,0.08,,
1150,12-09-2016,H127,35278,36008,2.05,172,35722,35748,0.07,,
1154,12-01-2018,K172,35100,35965,2.43,24,35528,35545,0.05,,26:34.7
1151,12-01-2018,K208,35374,35999,1.75,51,35697,35706,0.03,,26:34.8
1152,12-01-2018,K210,35386,36075,1.93,56,35711,35721,0.03,,26:35.0
1153,12-01-2018,K209,34390,36705,6.51,26,35518,35533,0.04,,26:35.0
1158,12-01-2018,K172,35100,35965,2.43,24,35528,35545,0.05,,31:01.0
1155,12-01-2018,K208,35374,35999,1.75,51,35697,35706,0.03,,31:01.0
1156,12-01-2018,K210,35386,36075,1.93,56,35711,35721,0.03,,31:01.0
1157,12-01-2018,K209,34390,36705,6.51,26,35518,35533,0.04,,31:01.0
1160,16-01-2018,H161,35120,36401,3.58,24,35733,35755,0.06,,34:59.0
1161,16-01-2018,H162,35376,36059,1.91,29,35739,35776,0.1,,34:59.0
1159,16-01-2018,H163,35381,36230,2.37,53,35684,35784,0.28,,34:59.0
1164,16-01-2018,K169,34915,36254,3.76,38,35562,35572,0.03,,50:58.6
1162,16-01-2018,K120,-1,-1,0,-1,-1,-1,0,,50:58.7
1163,16-01-2018,K141,35375,36057,1.91,37,35672,35707,0.1,,50:58.7
1165,16-10-2017,K121,35307,36250,2.64,47,35716,35733,0.05,,
1166,16-10-2017,K168,35162,35950,2.22,33,35539,35569,0.08,,
1167,16-10-2017,K115,35270,35833,1.58,41,35541,35553,0.03,,
1168,16-10-2017,K114,35163,36100,2.63,27,35715,35735,0.06,,
1169,16-10-2017,K171,35281,36144,2.42,35,35713,35737,0.07,,
1170,16-03-2017,K211,-1,-1,0,-1,-1,-1,0,,
1171,16-03-2017,K212,-1,-1,0,-1,-1,-1,0,,
1172,16-01-2018,K220,35354,36369,2.83,9,35706,35717,0.03,,18:54.8
1173,16-01-2018,K221,35159,36183,2.87,3,35733,35743,0.03,,18:54.8
1174,16-01-2018,H171,35450,36168,2.01,28,35706,35759,0.15,,36:49.1
1179,16-01-2018,H173,35424,36071,1.81,19,35726,35744,0.05,,36:49.1
1175,16-01-2018,H175,34034,37047,8.48,58,35741,35772,0.09,,36:49.1
1177,16-01-2018,H177,35321,36207,2.48,45,35747,35775,0.08,,36:49.1
1176,16-01-2018,H176,35255,36278,2.86,26,35739,35766,0.08,,36:49.1
1178,16-01-2018,H174,35412,36129,2,37,35718,35749,0.09,,36:49.1
1180,16-01-2018,K218,35393,35987,1.66,12,35686,35691,0.01,,38:59.8
1181,16-01-2018,K219,35436,35978,1.52,6,35683,35687,0.01,,38:59.9
1182,15-01-2018,K112,34842,36311,4.13,-1,35524,35544,0.06,,05:45.4
1183,15-01-2018,K113,35179,35999,2.3,-1,35543,35561,0.05,,05:45.4
1184,16-12-2017,K112,34841,36302,4.11,-1,35521,35540,0.05,,
1185,16-12-2017,K113,35175,36010,2.35,-1,35543,35562,0.05,,
1186,15-01-2018,H143,33716,37740,11.26,-1,35730,35764,0.1,,22:29.4
1187,16-01-2018,K218,35393,35987,1.66,12,35686,35691,0.01,,51:42.2
1188,16-01-2018,K219,35436,35978,1.52,6,35683,35687,0.01,,51:42.2
1191,17-01-2018,K115,35279,35829,1.55,41,35543,35555,0.03,,01:29.0
1189,17-01-2018,K121,35302,36249,2.65,36,35716,35734,0.05,,01:29.0
1190,17-01-2018,K168,35172,35959,2.21,35,35541,35567,0.07,,01:29.0
1192,17-01-2018,K114,35167,36093,2.6,15,35714,35735,0.06,,01:29.1
1193,17-01-2018,K171,35280,36238,2.68,38,35714,35738,0.07,,01:29.1
1195,17-01-2018,H161,35124,36395,3.55,24,35734,35756,0.06,,59:01.6
1196,17-01-2018,H162,35379,36057,1.9,29,35739,35776,0.1,,59:01.6
1194,17-01-2018,H163,35400,36217,2.28,54,35698,35774,0.21,,59:01.6
1199,17-01-2018,K169,34913,36255,3.77,39,35562,35573,0.03,,10:04.8
1197,17-01-2018,K120,0,0,0,0,0,0,0,,10:04.9
1198,17-01-2018,K141,35332,36091,2.13,39,35671,35707,0.1,,10:04.9
1200,17-01-2018,K211,-1,-1,0,-1,-1,-1,0,,47:30.3
1201,17-01-2018,K212,-1,-1,0,-1,-1,-1,0,,47:30.3
1202,17-01-2018,K220,35355,36346,2.76,5,35707,35714,0.02,,32:42.5
1203,17-01-2018,K221,35237,36169,2.61,3,35732,35745,0.04,,32:42.6
1204,17-01-2018,K218,35393,35989,1.67,13,35686,35691,0.01,,09:10.3
1205,17-01-2018,K219,35439,35976,1.5,6,35682,35687,0.01,,09:10.3
1206,17-01-2018,H171,35428,36141,1.99,31,35711,35751,0.11,,26:51.7
1211,17-01-2018,H173,35427,36073,1.81,20,35725,35748,0.06,,26:51.7
1207,17-01-2018,H175,34027,37048,8.5,58,35737,35774,0.1,,26:51.7
1209,17-01-2018,H177,35379,36133,2.11,23,35754,35767,0.04,,26:51.7
1208,17-01-2018,H176,35249,36267,2.85,27,35744,35762,0.05,,26:51.8
1210,17-01-2018,H174,35414,36125,1.99,40,35723,35748,0.07,,26:51.8
1214,13-01-2018,K147,35316,35801,1.36,61,35560,35570,0.03,,14:28.1
1212,13-01-2018,K150,34944,36665,4.81,27,35708,35724,0.04,,14:28.1
1213,13-01-2018,K173,35023,36119,3.08,48,35705,35733,0.08,,14:28.1
1215,13-01-2018,K149,35313,36083,2.16,34,35712,35734,0.06,,14:28.1
1216,13-01-2018,K167,34794,36647,5.19,49,35672,35695,0.06,,14:28.1
1219,17-01-2018,K239,35243,36230,2.76,20,35718,35727,0.03,,17:20.2
1218,17-01-2018,K238,35177,36147,2.72,6,35714,35719,0.01,,17:20.2
1220,17-01-2018,K250,35392,36101,1.98,19,35700,35710,0.03,,17:20.2
1217,17-01-2018,K237,-1,-1,0,8,-1,-1,0,,17:20.2
1221,13-09-2016,H129,34985,36340,3.8,74,35690,35742,0.15,,
1222,13-09-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
1223,13-09-2016,H128,34486,36724,6.29,153,35723,35748,0.07,,
1224,13-09-2016,H127,35275,36011,2.06,173,35722,35747,0.07,,
1228,13-01-2018,K172,35100,35965,2.43,24,35528,35545,0.05,,29:39.7
1225,13-01-2018,K208,35374,35999,1.75,51,35697,35706,0.03,,29:39.7
1226,13-01-2018,K210,35386,36075,1.93,56,35711,35721,0.03,,29:39.7
1227,13-01-2018,K209,34390,36705,6.51,26,35518,35533,0.04,,29:39.8
1229,14-03-2017,K150,34837,36685,5.17,28,35708,35726,0.05,,
1230,14-03-2017,K173,35047,36122,3.02,56,35706,35733,0.08,,
1231,14-03-2017,K147,35317,35804,1.37,64,35560,35569,0.03,,
1232,14-03-2017,K149,35314,36081,2.15,36,35713,35734,0.06,,
1233,14-03-2017,K167,34796,36638,5.16,49,35670,35696,0.07,,
1234,14-09-2016,H129,34966,36352,3.89,79,35688,35744,0.16,,
1235,14-09-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
1236,14-09-2016,H128,34365,36815,6.88,154,35721,35749,0.08,,
1237,14-09-2016,H127,35296,36017,2.02,174,35724,35746,0.06,,
1238,14-09-2016,K208,35368,36006,1.79,51,35698,35711,0.04,,
1239,14-09-2016,K210,35386,36074,1.93,57,35708,35719,0.03,,
1240,14-09-2016,K209,34396,36632,6.3,26,35517,35531,0.04,,
1241,14-09-2016,K172,35109,35971,2.43,26,35527,35549,0.06,,
1242,18-12-2017,K237,-1,-1,0,8,-1,-1,0,,
1243,18-12-2017,K238,35172,36157,2.76,5,35715,35717,0.01,,
1244,18-12-2017,K239,35243,36234,2.77,20,35718,35728,0.03,,
1245,18-12-2017,K250,-1,-1,0,19,-1,-1,0,,
1246,15-07-2017,K150,34808,36700,5.29,28,35709,35724,0.04,,
1247,15-07-2017,K173,35047,36121,3.02,56,35706,35733,0.08,,
1248,15-07-2017,K147,35320,35804,1.36,64,35559,35571,0.03,,
1249,15-07-2017,K149,35313,36080,2.15,36,35713,35734,0.06,,
1250,15-07-2017,K167,34794,36637,5.16,49,35672,35696,0.07,,
1253,15-01-2018,H128,34415,36786,6.66,156,35720,35754,0.1,,23:37.2
1251,15-01-2018,H129,35008,36331,3.71,82,35690,35743,0.15,,23:37.2
1252,15-01-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,23:37.2
1254,15-01-2018,H127,35299,36039,2.07,174,35722,35748,0.07,,23:37.2
1255,15-09-2017,K208,35368,36006,1.79,51,35698,35711,0.04,,
1256,15-09-2017,K210,35386,36074,1.93,57,35708,35719,0.03,,
1257,15-09-2017,K209,34396,36632,6.3,26,35517,35531,0.04,,
1258,15-09-2017,K172,35109,35971,2.43,26,35527,35549,0.06,,
1263,16-01-2018,K167,34794,36635,5.15,49,35670,35696,0.07,,55:18.3
1261,16-01-2018,K147,35320,35803,1.36,64,35560,35570,0.03,,55:18.3
1259,16-01-2018,K150,34849,36654,5.05,28,35710,35725,0.04,,55:18.3
1260,16-01-2018,K173,35045,36121,3.02,56,35705,35733,0.08,,55:18.3
1262,16-01-2018,K149,35312,36078,2.15,37,35712,35734,0.06,,55:18.4
1264,18-05-2017,K121,35306,36251,2.64,37,35718,35736,0.05,,
1265,18-05-2017,K168,35171,35962,2.22,35,35541,35568,0.08,,
1266,18-05-2017,K115,35274,35834,1.58,42,35541,35552,0.03,,
1267,18-05-2017,K114,35167,36095,2.6,18,35715,35734,0.05,,
1268,18-05-2017,K171,35280,36232,2.66,39,35716,35740,0.07,,
1269,18-01-2018,H161,35125,36397,3.56,32,35732,35759,0.08,,28:44.8
1270,18-01-2018,H162,35381,36061,1.9,30,35744,35769,0.07,,28:44.8
1271,18-01-2018,H163,35398,36227,2.31,57,35689,35779,0.25,,28:44.8
1274,18-01-2018,K169,34921,36252,3.74,40,35562,35573,0.03,,32:03.4
1272,18-01-2018,K120,0,0,0,0,0,0,0,,32:03.5
1273,18-01-2018,K141,35342,36082,2.07,40,35671,35707,0.1,,32:03.5
1275,18-01-2018,K211,-1,-1,0,-1,-1,-1,0,,01:19.3
1276,18-01-2018,K212,-1,-1,0,-1,-1,-1,0,,01:19.3
1277,18-01-2018,K220,35355,36352,2.78,7,35708,35715,0.02,,49:01.3
1278,18-01-2018,K221,35291,36152,2.41,3,35732,35742,0.03,,49:01.3
1279,16-09-2016,H129,34986,36474,4.16,91,35690,35740,0.14,,
1280,16-09-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
1281,16-09-2016,H128,34406,36794,6.71,157,35726,35745,0.05,,
1282,16-09-2016,H127,35310,35975,1.87,175,35723,35747,0.07,,
1283,16-11-2016,K208,35365,35998,1.77,52,35697,35708,0.03,,
1284,16-11-2016,K210,35387,36074,1.92,59,35712,35721,0.03,,
1285,16-11-2016,K209,34394,36633,6.3,26,35517,35534,0.05,,
1286,16-11-2016,K172,35100,35965,2.43,28,35527,35546,0.05,,
1287,17-05-2017,K112,34845,36300,4.09,-1,35524,35542,0.05,,
1288,17-05-2017,K113,35172,35997,2.32,-1,35542,35562,0.06,,
1289,18-07-2014,K112,34840,36308,4.13,-1,35524,35543,0.05,,
1290,18-07-2014,K113,35175,36004,2.33,-1,35542,35563,0.06,,
1291,18-01-2018,H143,33716,37740,11.26,-1,35730,35764,0.1,,53:48.6
1292,18-01-2018,H171,35498,36041,1.52,32,35710,35757,0.13,,44:58.2
1297,18-01-2018,H173,35431,36079,1.81,21,35728,35744,0.04,,44:58.2
1293,18-01-2018,H175,34026,37048,8.5,58,35744,35770,0.07,,44:58.2
1295,18-01-2018,H177,35373,36130,2.12,29,35753,35768,0.04,,44:58.2
1294,18-01-2018,H176,35250,36265,2.84,27,35746,35760,0.04,,44:58.2
1296,18-01-2018,H174,35404,36140,2.06,41,35721,35750,0.08,,44:58.2
1298,19-10-2017,K121,35302,36259,2.67,38,35716,35734,0.05,,
1299,19-10-2017,K168,35173,35963,2.22,36,35541,35567,0.07,,
1300,19-10-2017,K115,35286,35821,1.5,42,35539,35556,0.05,,
1301,19-10-2017,K114,35170,36091,2.58,19,35712,35738,0.07,,
1302,19-10-2017,K171,35280,36235,2.67,39,35712,35737,0.07,,
1303,19-01-2018,K218,35393,35994,1.68,18,35685,35690,0.01,,08:19.6
1304,19-01-2018,K219,35460,35977,1.45,8,35683,35688,0.01,,08:19.6
1305,18-01-2018,H161,35125,36397,3.56,32,35732,35759,0.08,,14:59.4
1306,18-01-2018,H162,35381,36061,1.9,30,35744,35769,0.07,,14:59.4
1307,18-01-2018,H163,35398,36227,2.31,57,35689,35779,0.25,,14:59.4
1310,19-01-2018,K169,34913,36257,3.78,45,35562,35572,0.03,,15:27.3
1308,19-01-2018,K120,35044,35951,2.56,31,35527,35542,0.04,,15:27.3
1309,19-01-2018,K141,35344,36082,2.07,42,35673,35709,0.1,,15:27.3
1311,18-01-2018,H171,35498,36041,1.52,32,35710,35757,0.13,,04:38.8
1316,18-01-2018,H173,35431,36079,1.81,21,35728,35744,0.04,,04:38.8
1312,18-01-2018,H175,34026,37048,8.5,58,35744,35770,0.07,,04:38.9
1314,18-01-2018,H177,35373,36130,2.12,29,35753,35768,0.04,,04:38.9
1313,18-01-2018,H176,35250,36265,2.84,27,35746,35760,0.04,,04:38.9
1315,18-01-2018,H174,35404,36140,2.06,41,35721,35750,0.08,,04:38.9
1317,19-01-2018,H171,35502,36039,1.5,33,35711,35759,0.13,,20:03.7
1322,19-01-2018,H173,35489,35967,1.34,22,35725,35749,0.07,,20:03.7
1318,19-01-2018,H175,34023,37062,8.55,61,35740,35770,0.08,,20:03.8
1320,19-01-2018,H177,35378,36132,2.11,29,35752,35768,0.04,,20:03.8
1319,19-01-2018,H176,35258,36273,2.84,28,35742,35762,0.06,,20:03.8
1321,19-01-2018,H174,35416,36127,1.99,41,35726,35747,0.06,,20:03.8
1325,20-01-2018,K115,35286,35824,1.51,44,35539,35554,0.04,,11:26.9
1323,20-01-2018,K121,35310,36254,2.64,34,35717,35734,0.05,,11:26.9
1324,20-01-2018,K168,35179,35967,2.22,37,35538,35568,0.08,,11:26.9
1326,20-01-2018,K114,35167,36093,2.6,19,35714,35735,0.06,,11:27.0
1327,20-01-2018,K171,35285,36231,2.65,40,35713,35737,0.07,,11:27.0
1328,20-04-2017,H167,35261,36259,2.79,75,35731,35774,0.12,,
1329,20-04-2017,H165,35198,36254,2.96,36,35655,35678,0.06,,
1330,20-01-2018,H161,35126,36401,3.57,35,35735,35759,0.07,,22:37.2
1331,20-01-2018,H162,35382,36058,1.89,23,35744,35772,0.08,,22:37.2
1332,20-01-2018,H163,35313,36210,2.51,51,35711,35773,0.17,,22:37.2
1335,20-01-2018,K169,34940,36231,3.63,30,35563,35574,0.03,,30:40.4
1333,20-01-2018,K120,35049,35950,2.54,35,35528,35543,0.04,,30:40.4
1334,20-01-2018,K141,35333,36087,2.11,43,35672,35708,0.1,,30:40.5
1338,21-01-2018,K239,35241,36233,2.78,20,35718,35728,0.03,,13:28.8
1337,21-01-2018,K238,35173,36158,2.76,6,35715,35717,0.01,,13:28.8
1339,21-01-2018,K250,35383,36103,2.01,19,35702,35709,0.02,,13:28.8
1336,21-01-2018,K237,35322,36000,1.9,13,35710,35720,0.03,,13:28.8
1340,20-01-2018,H171,35492,36037,1.52,33,35719,35755,0.1,,47:06.6
1345,20-01-2018,H173,35485,35961,1.33,23,35724,35747,0.06,,47:06.6
1341,20-01-2018,H175,34022,37057,8.54,62,35741,35773,0.09,,47:06.6
1343,20-01-2018,H177,35377,36131,2.11,30,35753,35766,0.04,,47:06.6
1342,20-01-2018,H176,35258,36277,2.85,28,35740,35765,0.07,,47:06.6
1344,20-01-2018,H174,35414,36122,1.98,44,35721,35752,0.09,,47:06.6
1347,21-01-2018,H161,35132,36409,3.57,35,35737,35758,0.06,,23:01.8
1348,21-01-2018,H162,35387,36050,1.86,23,35744,35771,0.08,,23:01.8
1346,21-01-2018,H163,35324,36227,2.52,52,35689,35783,0.26,,23:01.8
1351,21-01-2018,K169,34940,36229,3.62,34,35562,35572,0.03,,55:15.6
1349,21-01-2018,K120,35048,35951,2.54,38,35528,35542,0.04,,55:15.6
1350,21-01-2018,K141,35332,36087,2.11,45,35673,35707,0.1,,55:15.6
1352,21-12-2017,K121,35289,36254,2.7,36,35717,35734,0.05,,
1353,21-12-2017,K168,35174,35964,2.22,42,35540,35567,0.08,,
1354,21-12-2017,K115,35280,35823,1.53,45,35540,35553,0.04,,
1355,21-12-2017,K114,35164,36094,2.61,19,35714,35736,0.06,,
1356,21-12-2017,K171,35225,36122,2.51,38,35713,35739,0.07,,
1357,21-04-2017,H167,35262,36259,2.79,75,35728,35776,0.13,,
1358,21-04-2017,H165,35170,36248,3.02,37,35656,35679,0.06,,
1359,16-11-2016,K208,35365,35998,1.77,52,35697,35708,0.03,,
1360,16-11-2016,K210,35387,36074,1.92,59,35712,35721,0.03,,
1361,16-11-2016,K209,34394,36633,6.3,26,35517,35534,0.05,,
1362,16-11-2016,K172,35100,35965,2.43,28,35527,35546,0.05,,
1363,17-07-2016,K150,34849,36654,5.05,28,35710,35725,0.04,,
1364,17-07-2016,K173,35045,36121,3.02,56,35705,35733,0.08,,
1365,17-07-2016,K147,35320,35803,1.36,64,35560,35570,0.03,,
1366,17-07-2016,K149,35312,36078,2.15,37,35712,35734,0.06,,
1367,17-07-2016,K167,34794,36635,5.15,49,35670,35696,0.07,,
1368,17-07-2016,K150,34849,36654,5.05,28,35710,35725,0.04,,
1369,17-07-2016,K173,35045,36121,3.02,56,35705,35733,0.08,,
1370,17-07-2016,K147,35320,35803,1.36,64,35560,35570,0.03,,
1371,17-07-2016,K149,35312,36078,2.15,37,35712,35734,0.06,,
1372,17-07-2016,K167,34794,36635,5.15,49,35670,35696,0.07,,
1375,17-01-2018,H128,34380,36798,6.79,158,35724,35747,0.06,,00:11.0
1373,17-01-2018,H129,34983,36495,4.23,98,35691,35740,0.14,,00:11.0
1374,17-01-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,00:11.0
1376,17-01-2018,H127,35291,35979,1.93,175,35723,35747,0.07,,00:11.0
1379,17-01-2018,H128,34380,36798,6.79,158,35724,35747,0.06,,04:37.5
1377,17-01-2018,H129,34983,36495,4.23,98,35691,35740,0.14,,04:37.5
1378,17-01-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,04:37.5
1380,17-01-2018,H127,35291,35979,1.93,175,35723,35747,0.07,,04:37.5
